text,title
"Felon Mark Green is accused of murdering a teenager during a food robbery, and only the Branning family stands on his side as the community struggles through a global power outage.",True Light
"Continues the saga of airline pilot Rayford Steele, his daughter, Chloe, writer Buck Williams, and their pastor, Bruce Barnes, who suspect the new world leader, Nicolae Carpathia, is the Antichrist of biblical prophecy",Nicolae : The Rise of Antichrist
"In this explosive series from New York Times bestseller Harold Coyle and noted military author Barrett Tillman, a new type of war is being fought by private paramilitary companies at the beck and call of the highest bidder. With the military and intelligence agencies spread thin, the United States is constantly calling upon the services of these organizations--and Strategic Solutions Inc. is among the best.     What begins as a relatively simply military-training mission in Chad turns into a high-stakes game of nuclear brinkmanship as the men and women of Security Solutions, Inc. stumble across a plot to extract and ship yellowcake--the base fuel for a nuclear weapon--to any number of countries hostile to the US. The in-country force tracks the operation to a supposedly abandoned remote mine in the desert.They strike, but a convoy carrying the yellowcake shipment escapes their trap.  With time running out, the SSI teams must pull together like they never have before to find a ship in international waters and recover its deadly cargo--by any means necessary.   ","Prometheus's Child : Harold Coyle's Strategic Solutions, Inc."
"Delightfully humorous account of a feminist utopia in which 3 male explorers stumble upon an all-female society isolated in a distant part of the earth. Early 20th-century vehicle for Gilman's then-unconventional views of male-female behavior, motherhood, individuality, sense of community, sexuality, and other topics. Mischievous, ironic approach used to telling effect.",Herland
"When Little Critter breaks his leg in a soccer game, he has to make his first trip to the hospital. Follow brave Little Critter as he rides in an ambulance, meets the doctor, and gets his first X-ray and his first cast.",My Trip to the Hospital
"In this explosive series from New York Times bestseller Harold Coyle and noted military author Barrett Tillman, a new type of war is being fought by private paramilitary companies at the beck and call of the highest bidder. With the military and intelligence agencies spread thin, the United States is constantly calling upon the services of these organizations--and Strategic Solutions Inc. is among the best.     What begins as a relatively simply military-training mission in Chad turns into a high-stakes game of nuclear brinkmanship as the men and women of Security Solutions, Inc. stumble across a plot to extract and ship yellowcake--the base fuel for a nuclear weapon--to any number of countries hostile to the US. The in-country force tracks the operation to a supposedly abandoned remote mine in the desert.They strike, but a convoy carrying the yellowcake shipment escapes their trap.  With time running out, the SSI teams must pull together like they never have before to find a ship in international waters and recover its deadly cargo--by any means necessary.   ","Prometheus's Child : Harold Coyle's Strategic Solutions, Inc."
"A visionary novel from Doris Lessing, Winner of the Nobel Prize for Literature 2007.",Mara and Dann : An Adventure
"Gulliver's Travels, by Jonathan Swift, is part of the Barnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from today's top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader's viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriateAll editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classics pulls together a constellation of influences—biographical, historical, and literary—to enrich each reader's understanding of these enduring works. Considered the greatest satire ever written in English, Jonathan Swift’s Gulliver’s Travels chronicles the fantastic voyages of Lemuel Gulliver, principally to four marvelous realms: Lilliput, where the people are six inches tall; Brobdingnag, a land inhabited by giants; Laputa, a wondrous flying island; and a country where the Houyhnhnms, a race of intelligent horses, are served by savage humanoid creatures called Yahoos.Beneath the surface of this enchanting fantasy lurks a devastating critique of human malevolence, stupidity, greed, vanity, and short-sightedness. A brilliant combination of adventure, humor, and philosophy, Gulliver’s Travels is one of literature’s most durable masterpieces. Michael Seidel is Jesse and George Siegel Professor in the Humanities at Columbia University. He has written widely on eighteenth-century literature. His books include Satiric Inheritance: Rabelais to Sterne (1979), Exile and the Narrative Imagination (1986), and Robinson Crusoe: Island Myths and the Novel (1991). ",Gulliver's Travels.
"A plain but spirited Victorian governess's growing love for her mysterious employer, the brooding Mr. Rochester, is threatened by the tragic secret of his mansion.  Book available.",Jane Eyre
"Having got rid of their human master, the animals of Manor Farm look forward to a life of freedom and plenty. But as a clever, ruthless elite among them takes control, the other animals find themselves hopelessly ensnared in the old ways.",Animal Farm : A Fairy Story
"A humorous examination with serious overtones of the concepts of space, time, and dimension",Flatland : A Romance of Many Dimensions
"Since its publication fifty years ago, Animal Farm has become one of the most controversial books ever written. It has been translated into seventy languages and sold millions of copies throughout the world. This edition is being published to commemorate the fiftieth anniversary of its original U.S. publication. It features 100 full-color and halftone illustrations by world-renowned artist Ralph Steadman.As vital and relevant as it was fifty years ago, Animal Farm is a devastating satire of the Soviet Union by the man V. S. Pritchett called ""the conscience of his generation."" A fable about an uprising of farm animals against their human masters, it illustrates how new tyranny replaces old in the wake of revolutions and power corrupts even the noblest of causes.This anniversary edition includes Orwell's proposed but unpublished preface to the original edition and his preface to the 1947 Ukranian edition. These appendices evoke the historical context in which Orwell conceived and wrote his classic novel.",Animal Farm : A Fairy Story
"Hold on tight as Captain Nemo takes you on a perilous journey deep beneath the ocean waves, into the incredible underwater world where lives the crew of the mighty submarine the  Nautilus. When Nemo captures Professor Arronax; his servant, Conseil; and the harpoonist Ned Land, the prisoners join Nemo's breathtaking journey through the ocean's depths in search of long-lost revenge. In twelve dazzling full-color plates and dozens of two-color illustrations, two-time Caldecott Medalists Leo and Diane Dillion capture the beauty, grandeur, and suspense of this timeless tale. From the exploration of the lost city of Atlantis to the battle with a giant octopus to the mad genius of the organ-playing Captain Nemo, their art brings the classic words of Jules Verne to vivid life.More than one hundred years after its first publication,  20,000 Leagues Under the Sea remains one of the most memorable adventure stories ever told. Now, with this beautifully illustrated and unabridged gift edition, a new generation can discover the excitement and imaginative power of Jules Verne's epic tale.","20,000 Leagues Under the Sea"
Four teens battle the forces of evil when they are left behind after the Rapture.,Hunted : The Young Trib Force 11
"A new world war has begun. It is the year 2012, and extremists in Germany and South Africa have succeeded in staging simultaneous coups to forge the Berlin-Boer Axis, a cabal determined to take over the world. The key instrument of this war is tactical nuclear weaponry, where a single torpedo or cruise missile can destroy an entire ship or city. And while the war will be fought with high-tech weapons, it will be won or lost by the men who command them...Commander Jeffrey Fuller is America's newest hero. Awarded the Congressional Medal of Honor for his victories in battle as captain of America's most sophisticated and deadly fast-attack nuclear submarine, the USS Challenger, Fuller takes grim satisfaction in the honor, knowing at what cost it came. But he has barely enough time to receive the decoration before he is tasked with a new mission. An Allied convoy is steaming toward Africa, hoping to establish a beachhead on the continent that would enable a D-day type of invasion. The enemy has dispatched its most lethal submarine, the SMS Admiral von Scheer, a ceramic-hulled sub virtually undetectable by even the most advanced sonar technology, to ensure that the convoy never reaches its destination. Fuller's mission is to protect the convoy at all costs, even if it means battling the phantom sub to do it.Then a nearly impossible mission gets even more difficult. Fuller discovers from intelligence sources that agents of the Berlin-Boer Axis are attempting to gain a foothold in South America, a development that would force the United States to fight the war on yet another front, an escalating conflict they can't possibly win. Now Fuller must make a no-win decision: deploy his team of Navy SEALs to South America to destroy the nuclear-armed enemy insurgents or patrol the depths of the Atlantic, seeking threats to the convoy? Even Fuller cannot be in two places at once, and the failure of either mission will mean defeat for the Allied cause. Fuller's opponents have every technological advantage of modern warfare: nuclear-tipped torpedoes, high-velocity flechette projectiles, and hyper-accurate targeting computers. But a weapon is only as powerful as the man who wields it, and Fuller possesses the intellect, the nerve, and the guts that earned him victories over the most dangerous warriors in the Axis Navy. Stalking his prey beneath the waves where the pressure alone can kill, Commander Jeffrey Fuller knows that while one man's life may be meaningless, one man's death could change the course of the war. ",Tidal Rip
A novel written in the melodramatic genre of the 1820's which depicts the events of the twenty-first century which culminate in the demise of mankind,Last Man
"A major motion picture starring Ben Affleck, Morgan Freeman, James Cromwell, Alan Bates and Michael Byrne!   Peace may finally be at hand in the Middle East—as Deputy Director of the CIA Jack Ryan lays the groundwork for a peace plan that could end centuries of conflict. But ruthless terrorists have a final, desperate card to play: they have their hands on a nuclear weapon and have placed it on American soil in the midst of an escalation in tension with the Soviet Union. The terrorists hope to rekindle cold war animosity and prevent reconciliation between Israelis and Palestinians. With one terrible act, distrust mounts, forces collide, and the floundering U.S. president seems unable to cope with the crisis. With the world on the verge of nuclear disaster, Ryan must frantically seek a solution—before the chiefs of state lose control of themselves and the world.      Movie release: May 31, 2002      Studio: Paramount      Director: Phil Alden Robinson (Sneakers, Field of Dreams)      Producer: Mace Neufeld (Hunt For Red October, Patriot Games, Clear and Present Danger)        ",Sum of All Fears
"In conjunction with the New York Public Library, Doubleday is proud to introduce a very special collector's series of literary masterpieces. Lavishly illustrated with rare archival material from the library's extensive resources, including the renowned Berg collection, these editions will bring the classics to life for a new generation of readers. In addition to original artwork, each volume contains a fascinating selection of unique materials such as handwritten diaries, letters, manuscripts, and notebooks. Simply put, this series presents the work of our most beloved authors in what may well be their most beautiful editions, perfect to own or to give. Published on the occasion of Doubleday's 100th birthday, the New York Public Library Collector's Editions are sure to become an essential part of the modern book lover's private library.Our edition of Madame Bovary, which Vladimir Nabokov called &quot;one of the most perfect pieces of poetical fiction known&quot;, features etchings from a rare 1905 French edition and a sampling of Nabokov's handwritten commentary on Flaubert's work. These rare materials from the archives of the New York Public Library will make our edition stand out from all other available versions.",Jane Eyre
"Deep in the Nevada desert, the Xymos Corporation has built a state-of-the-art fabrication plant. Inside, eight people are trapped - because outside, waiting for them is a predatory swarm of micro-particles that they themselves created. The swarm is getting more powerful by the hour.",Prey
"Ursula K. Le Guin has been in the vanguard of science fiction since the publication of her first novel in 1966. Her essays and criticism, short stories and novels, have won numerous literary prizes--including the Hugo, Nebula, World Fantasy, Tiptree, and National Book Awards--reverent critical acclaim, and a vast, devoted readership that reaches far beyond the genre. But out of all she has produced--all the brilliant speculations advanced and wondrous new worlds imagined--this is the work which perhaps best endures in the mind, the heart and the conscience.The Lathe of Heaven is George Orr's story--a man who dreams things into being, for better or for worse. It is a dark vision and a warning--a fable of power uncontrolled and uncontrollable--a truly prescient and startling view of humanity, and the consequences of God-playing. It is, quite simply, a masterpiece.",Lathe Of Heaven
"The hospital patient claiming to be from another planet must be insane, but then strange things start to happen and his story of a utopian world, so similar yet superior to ours, begins to appear both credible and tantalizing. A first novel. (Tie-in to upcoming Universal Pictures film directed by Ian Softly and starring Kevin Spacey & Jeff Bridges.) (Science Fiction & Fantasy)",K-pax
Three men discover the mysterious secrets of ancient civilizations and change the course of scientific discovery during a fantastic expedition beneath the earth's surface. Book available.,Journey to the Center of the Earth
A family's vacation to their summer cottage retreat becomes an elegiac ode to an understanding of their own lives as a nuclear tragedy brings imminent doom,Voices at the Late Hour
"Billy Pilgrim survives capture by the Gemans in World War II, the Dresden bombings, and the struggle for financial success only to be kidnapped in a flying saucer and taken to the planet Tralfamadore",Slaughterhouse-five
The defection of a woman who possesses the knowledge to disarm America's nuclear arsenal triggers an unnerving race against time in both the highest councils of Washington and in the fabled cities of Europe,Trapdoor
"In this privately published work (1872), written in the tradition of Jonathan Swift's Gulliver's Travels, English novelist, essayist, and iconoclast Samuel Butler (1835-1902) describes an imaginary visit to a topsy-turvy country called Erewhon (an anagram of ""nowhere""), where it is a punishable offense to be physically ill, but where criminality and immorality are looked kindly upon as treatable diseases. The English church is pilloried in the system of ""Musical Banks,"" whose currency nobody believes in but which everyone pretends to value. Universities teach courses on how to say nothing at great length, and all machines have been banned for fear that they will develop through evolution and enslave the citizens. In this and other classic works, including The Way of All Flesh, Butler delighted in attacking the complacency and hypocrisy of Victorian manners and religion.",Erewhon
"Now available in a new translation, this classic of nineteenth century French literature has been consistently praised for its style and its vision of the world. Professor Lidenbrock and his nephew Axel travel across Iceland, and then down through an extinct crater toward a sunless sea where they enter a living past and are confronted with the origins of man. Exploring the prehistory of the globe, this novel can also be read as a psychological quest, for the journey itself is as important as arrival or discovery. Verne's distinctive combination of realism and Romanticism has marked figures as diverse as Sartre and Tournier, Mark Twain and Conan Doyle.About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",Journey to the Centre of the Earth : The Extraordinary Journeys
A young Swiss scientist's discovery of the cause of generation leads to the creation of a hideous monster,Frankenstein
"Fifteen-year-old Alex doesn't just like ultra-violence - he also enjoys rape, drugs and Beethoven's ninth. He and his gang of droogs rampage through a dystopian future, hunting for terrible thrills.",Clockwork Orange
"French naturalist Professor Aronnax has joined a task force to rid the seas of a monster that is terrorizing shipping lanes. But the Professor’s mission takes an unexpected turn when he falls overboard – to be rescued by a submarine called Nautilus, built by the mysterious Captain Nemo. At first this new journey is exciting, as Nemo takes Aronnax on an adventure through underwater marvels, but soon he realizes that his host’s motives may be more sinister than he realized. This triumphant work of the imagination shows the limitless possibilities of science and the dark depths of the human mind.",Twenty Thousand Leagues Under the Sea
A young woman looks back at her childhood in a harsh orphanage and describes her growing love for the man who employs her as governess,Jane Eyre
The kids battle the forces of evil when they learn that a young friend has been kidnapped.,Heat Wave
"A fantasy of the future that sheds a blazing critical light on the present--considered to be Aldous Huxley's most enduring masterpiece. ""Mr. Huxley is eloquent in his declaration of an artist's faith in man, and it is his eloquence, bitter in attack, noble in defense, that, when one has closed the book, one remembers.""--Saturday Review of Literature ""A Fantastic racy narrative, full of much excellent satire and literary horseplay.""--Forum  ""It is as sparkling, provocative, as brilliant, in the appropriate sense, as impressive ads the day it was published. This is in part because its prophetic voice has remained surprisingly contemporary, both in its particular forecasts and in its general tone of semiserious alarm. But it is much more because the book succeeds as a work of art...This is surely Huxley's best book.""--Martin Green",Brave New World
"Jonathan Swift's classic satire is annotated and profusely illustrated in an edition that includes discussions of Swift's life and politics and the medicine, geography, and astronomy of his times",Annotated Gulliver's Travels : Gulliver's Travels
Comic strips retell the classic story of a young scientist who finds a way to become invisible and attempts to fulfill his evil desires,Invisible Man
"View our feature on Rob Thurman’s Trick of the Light.    When Trixa learns of a powerful artifact known as the Light of Life, she knows she’s hit the jackpot. Both sides—angel and demon—would give anything for it. But first she has to find it. And as Heaven and Hell ready for an apocalyptic throwdown, Trixa must decide where her true loyalty lies, and what she’s ready to fight for. Because in her world, if you line up on the wrong side, you pay with more than your life…     ",Trick of the Light : A Trickster Novel
"Read by children as an adventure story and by adults as a devastating satire of society, Gulliver and his four journeys make for a fascinating blend of travelogue, realism, symbolism, and fantastic voyage?all with a serious philosophical intent.",Gulliver's Travels
A satire on totalitarianism in which farm animals overthrow their human owner and set up their own government,Animal Farm : A Fairy Story
"A Princess of Mars is the first in Edgar Rice Burroughs' Barsoom series. This science fiction planetary romance, packed full of dangerous feats and swordplay, is set on a dying Mars. It went on to inspire some of the great imaginations, among them Arthur C. Clarke, Ray Bradbury and Carl Sagan. Civil War veteran John Carter is unexpectedly transported to Barsoom, the planet we call Mars, and finds with the weaker gravity that he has super-human strength. In combat he finds respect and belonging with the Tharks, an aggressive race of green four-armed nomads. But when the Tharks capture the human-like Dejah Thoris, Carter feels the need to help this beautiful princess of Mars.",Princess of Mars
"After his perfectionist father insists that the family move to a planned community owned by Adam Eden, the CEO of the Eden Corporation, Jack, his brother Troy, his girlfriend Jori, and his grandmother team up to uncover a sinister plot.",This Side of Paradise
"A classic novel of the future follows the Time Traveller as he hurtles one million years into the future and encounters a world populated by two distinct races, the childlike Eloi and the disgusting Morlocks who prey on the Eloi. Reprint. (A DreamWorks film, directed by Simon Wells, starring Guy Pearce & Jeremy Irons) (Science Fiction & Fantasy)",Time Machine
"Far in the future, the World Controllers have created the ideal society. Through the clever mix of genetic engineering, brainwashing and recreational sex and drugs, everyone is a happy consumer. Bernard Marx seems alone in his discontent.",Brave New World
"Seemingly the only person left alive after a nuclear war, a sixteen-year-old girl is relieved to see a man arrive into her valley until she realizes that he is a tyrant and she must somehow escape.",Z for Zachariah
"Shipwrecked and cast adrift, Lemuel Gulliver wakes to find himself in Lilliput, an island inhabited by little people, whose six-inch height makes their quarrels over fashion and fame seem ridiculous. His subsequent encounters - with the crude giants of Brobdingnag, the abstracted scientists of Laputa, the philosophical Houyhnhnms and brutish Yahoos - give Gulliver new, bitter insights into human behaviour.",Gulliver's Travels
"What does it mean to be good? What enables us to distinguish right from wrong? And how should human virtues be translated into a just society? These are the questions that Plato sought to answer in this monumental work of moral and political philosophy, a book surpassed only by the Bible in its formative influence on two thousand years of Western thought.  In the course of its tautly reasoned Socratic dialogues, The Republic accomplishes nothing less than an anatomy of the soul and an exhaustive description of a State that both mirrors and enforces the soul’s ideal harmony. The resulting text is at once mystical and elegantly logical and may be read as a template for the societies in which most of us live today.",Republic : The Complete and Unabridged Jowett Translation
"A story of passionate love, travail and final triumph. The relationship between the heroine and Mr Rochester is only one episode, albeit the most important, in a detailed fictional autobiography in which the author transmuted her own experience into high art.",Jane Eyre
" Father's Day is just around the corner, and Little Critter and Little Sister have decided to plan a big surprise for Dad and Grandpa. Join them as they make cards, cook a special breakfast together, and put on a magic show. Lift the flaps and find out what Father's Day surprises are in store! ",Happy Father's Day
" World War Two rages on. In the conflict's darkest days, both the U.S. and Germany scramble to achieve nuclear capabilities. And if Hitler's scientists hand him the atomic bomb first, the world will be his.   Hand-picked and trained by OSS chief ""Wild Bill"" Donovan, Captain James Cantrell is expected to do the impossible. He must parachute alone into ravaged Poland, and into the jaws of the Nazi beast, to rescue an aging scientist who's been marked for extermination. With the Russians racing to capture the same prize, one wiry and tough ex-Oklahoma cop faces the most tragically difficult choice he's ever had to make. If the SS realize the value of Professor Jahne's secrets, their war is as good as won. So the fragile old genius must accompany Cantrell out of the country—or else he must die. ",Hitler's A-Bomb
"The unusual voyages of Englishman Lemuel Gulliver carry him to such strange locales as Lilliput, where the inhabitants are six inches tall; Brobdingnag, a land of giants; an island of sorcerers; and a nation ruled by horses.",Gulliver's Travels
"This fictional outline of a modern utopia has been a center of controversy ever since its publication in 1948. Set in the United States, it pictures a society in which human problems are solved by a scientific technology of human conduct. It is now widely recognized that great changes must be made in the American way of life. Not only can we not face the rest of the world while consuming and polluting as we do, we cannot for long face ourselves while acknowledging the violence and chaos in which we live.The choice is clear: either we do nothing and allow a miserable and probably catastrophic future to overtake us, or we use our knowledge about human behavior to create a social environment in which we shall live productive and creative lives and do so without jeopardizing the chances that those who follow us will be able to do the same. -Back cover.",Walden Two
"Valentine Michael Smith, born and raised on Mars, arrives on Earth stunning Western culture with his superhuman abilities.",Stranger in a Strange Land
"Bill Masen, bandages over his wounded eyes, misses the most spectacular meteorite shower England has ever seen. Removing his bandages the next morning, he finds masses of sightless people wandering the city. He soon meets Josella, another lucky person who has retained her sight, and together they leave the city, aware that the safe, familiar world they knew a mere twenty-four hours before is gone forever.",Day of the Triffids
"To forge new allies in the continuing battle against The Prophet, who seeks the destruction of the remnants of all technology, Rudi MacKenzie makes his way across the country to Nantucket, hoping to uncover the truth behind The Change, unaware that a fanatical officer in the Sword of The Prophet has been sent to stop him, by any means necessary, in the sequel to The Sunrise Lands.",Scourge of God : A Novel of the Change
"Retells in graphic novel format Melville's story about Captain Ahab's search for Moby Dick, the great white whale that crippled him.",Graphic Classics: Moby Dick
"When the intrepid Time Traveller finds himself in the year 802,701, he encounters a seemingly utopian society of evolved human beings but then unearths the dark secret that sets mankind on course toward its inevitable destruction. An insightful look into a distant, bleak, and disturbing future, The Time Machine goes beyond the reaches of science fiction to provide a strikingly relevant discussion of social progress, class struggle, and the human condition.Hailed as a masterpiece of its genre, H. G. Wells’s famous novella about the perils of history and the hubris of modernity comes vividly alive in this remarkable reissue of a unique 1931 illustrated edition.",Time Machine : An Invention
"While a million people converge on the ancient city of Petra in preparation for the ""Glorious Appearing,"" the Global Community begins to bomb the city, while believers elsewhere in the world face martyrdom at the hands of the Antichrist.",Remnant : On the Brink of Armageddon
"Mary Shelley's deceptively simple story of Victor Frankenstein and the creature he brings to life, first published in 1818, is now more widely read—and more widely discussed by scholars—than any other work of the Romantic period. From the creature's creation to his wild lament over the dead body of his creator in the Arctic wastes, the story retains its narrative hold on the reader even as it spins off ideas in rich profusion.Macdonald and Scherf's edition of Frankenstein has been widely acclaimed as an outstanding edition of the novel—for the general reader and the student as much as for the scholar. The editors use as their copy-text the original 1818 version, and detail in an appendix all of Shelley's later revisions. They also include a range of contemporary documents that shed light on the historical context from which this unique masterpiece emerged. Macdonald and Scherf have now revised and updated their introduction, notes and bibliography, and have added new documents (including a review of Frankenstein by Percy Shelley).",Frankenstein (Original 1818 Text)
"Shelley's suspenseful and intellectually rich gothic tale confronts some of the most important and enduring themes in all of literture--the power of human imagination, the potential hubris of science, the gulf between appearance and essence, the effects of human cruelty, the desire for revenge and the need for forgiveness, and much more.About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",Frankenstein : Or the Modern Prometheus
"(Book Jacket Status: Jacketed)Toward the end of the astonishing period of Athenian creativity that furnished Western civilization with the greater part of its intellectual, artistic, and political wealth, Plato wrote The Republic, his discussion of the nature and meaning of justice and of the ideal state and its ruler. All subsequent European thinking about these subjects owes its character, directly or indirectly, to this most famous (and most accessible) of the Platonic dialogues. Although he describes a society that looks to some like the ideal human community and to others like a totalitarian nightmare, in the course of his description Plato raises enduringly relevant questions about politics, art, education, and the general conduct of life.Translated by A. D. Lindsay",Republic
The classic story of a young scientist who finds a way to become invisible and attempts to fulfill his evil desires,Invisible Man
"A scientist invents a time machine and uses it to travel to the year 802,701 A.D., where he discovers the childlike Eloi and the hideous underground Morlocks",Time Machine
"These literary masterpieces are made easy and interesting. This series features classic tales retold with color illustrations to introduce literature to struggling readers. Each 64-page softcover book retains key phrases and quotations from the original classics. When seaman were sailing only wooden ships, Captain Nemo was the master of his incredible, futuristic submarine, the Nautilus, which journeyed through many strange and adventurous voyages...","20,000 Leagues Under the Sea"
"Moving back to Seattle to escape the emotional burden of his work for the FBI's Violent Crimes section, retired FBI agent Frank Black discovers that his talent for ""seeing what the killer sees"" comes in handy when a serial killer begins to stalk the city. Original. TV tie-in.",Frenchman
A dystopian work about a pro-fascist regime that takes over the United States.,Iron Heel : Easyread Edition
The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island,Lord of the Flies
"World War II screeched to a halt as the great military powers scrambled to meet an even deadlier foe. The enemy's formidable technology made their victory seem inevitable. Already Berlin and Washington, D.C., had been vaporized by atom bombs, and large parts of the Soviet Union, the United States, and Germany and its conquests lay under the invaders' thumb.Yet humanity would not give up so easily, even if the enemy's tanks, armored personnel carriers, and jet aircraft seemed unstoppable. The humans were fiendishly clever, ruthless at finding their foe's weaknesses and exploiting them.While Stalin, Churchill, Roosevelt, and Togo planned strategy, the real war continued. In Warsaw, Jews welcomed the invaders as liberators, only to be cruelly disillusioned. In China, the Communist guerrillas used every trick they knew, even getting an American baseball player to lob grenades at the enemy.Though the invaders had cut the United States practically in half at the Mississippi River and devastated much of Europe, they could not shut down America's mighty industrial power or the ferocious counterattacks of her allies. Whether delivering supplies in tiny biplanes to partisans across the vast steppes of Russia, working furiously to understand the enemy's captured radar in England, or battling house to house on the streets of Chicago, humanity would not give up.Meanwhile, an ingenious German panzer colonel had managed to steal some of the enemy's plutonium, and now the Russians, Germans, Americans, and Japanese were all laboring frantically to make their own bombs.As Turtledove's global saga of alternate history continues, humanity grows more resourceful, even as the menace worsens. No one could say when the hellish inferno of death would stop being a war of conquest and turn into a war of survival - the very survival of the planet.In this epic of civilizations in deadly combat, the end of the war could mean the end of the world as well.",Worldwar : Tilting the Balance
"Teo and Ana journey into new lands in search of the New Testament. In the midst of dangerous terrain, elite societies, and new enemies, will they be successful in their mission? Second in the Chiveis Trilogy. ",Gift : A Novel
" It's Valentine's Day, and Little Critter's class is celebrating! They're decorating the classroom with hearts, eating cupcakes, and making Valentine's Day mailboxes. Little Critter is making an extraspecial card for an extraspecial valentine. Who will it be? Pull back the flaps and discover all the fun Valentine's Day surprises. ","Happy Valentine's Day, Little Critter!"
"&quot;IRRESISTIBLE!&quot;--The Boston GlobeSeconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide (&quot;A towel is about the most massively useful thing an interstellar hitchhiker can have&quot;) and a galaxy-full of fellow travelers: Zaphod Beeblebrox--the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years. Where are these pens? Why are we born? Why do we die? Why do we spend so much time between wearing digital watches? For all the answers stick your thumb to the stars. And don't forget to bring a towel!&quot;[A] WHIMSICAL ODYSSEY...Characters frolic through the galaxy with infectious joy.&quot;--Publishers Weekly",Hitchhiker's Guide to the Galaxy
"The vast road network of Honce, completed a decade before, had brought great optimism to the people of the land. Commerce could travel more freely and so could armies, and those armies, it was hoped, would rid the land at long last of the vicious, bloody cap dwarfs and goblins. For the first time, the many individual kingdoms, the holdings of Honce, would be brought closer together, perhaps even united.  For the last few years, those promises had become a nightmare to the folk, as two powerful lairds fought for supremacy of a hoped-for united kingdom.Bransen Garibond, the Highwayman, held little real interest in that fight. To him the warring lairds were two sides of the same coin. Whichever side won, the outcome for the people of Honce would be the same, Bransen believed. A journey north, however, taught Bransen that his views were simplistic at best, and that some things--like honor and true friendship-- might truly matter.  In The Dame, Bransen’s road becomes a quest for the truth, of Honce and of himself, a quest to put right over wrong. That path is fraught with confusion and fraud, and a purposeful blurring of morality by those who would seek to use the Highwayman’s extraordinary battle skills and popularity among the commonfolk for their own nefarious ends.",Dame
"After millions of people around the world vanish in one moment, in what many claim to be the Rapture, Rayford Steele begins a search for the truth amidst global chaos",Left Behind : A Novel of the Earth's Last Days
"One of the most influential books in the Western tradition, Thomas More's Utopia (1516) describes an imaginary island community enjoying perfect social and political harmony. This volume is the first to offer the original English translation of the work in an edition that allows students to explore in depth Utopia's historical and intellectual contexts as well as the circumstances of its reception. Based on Ralph Robynson's revised and corrected 1556 translation, with modernized spelling and extensive annotations, this edition returns students to the voice of the past, allowing them to experience the text as it was first encountered by early modern English readers.",Utopia
"""Dazzlingly original."" -- Daily Mail""Gripping, touching and funny."" -- TLSThe war raged across the galaxy. Billions had died, billions more were doomed. Moons, planets, the very stars themselves, faced destruction, cold-blooded, brutal, and worse, random. The Idirans fought for their Faith; the Culture for its moral right to exist. Principles were at stake. There could be no surrender. Within the cosmic conflict, an individual crusade. Deep within a fabled labyrinth on a barren world, a Planet of the Dead proscribed to mortals, lay a fugitive Mind. Both the Culture and the Idirans sought it. It was the fate of Horza, the Changer, and his motley crew of unpredictable mercenaries, human and machine, actually to find it, and with it their own destruction.",Consider Phlebas
Peanut butter and pickle sandwiches.Popcorn and candy at the movies.And burgers and shakes to end the day . . .Just leave it to Little Critter to take careof things while Mom and Dad are away!,"Bye-bye, Mom and Dad"
"Dewey focuses on seven novels that touch the variety of generic experiments and postures of the post-World War 11 American novel. These novels by Vonnegut, Coover, Percy, Pynchon, Gaddis, and DeLillo represent a significant argument concerning the American literary response to living within the oppressive technologies of the Nuclear Age. Departing from other studies that veer toward speculative fiction or toward the more narrowly defined religious angles, In a Dark Time defines the apocalyptic temper as a most traditional literary genre that articulates the anxieties of a community in crisis, a way for that community to respond to the perception of a history gone critical by turning squarely to that history and to find, in that gesture, the way toward a genuine hope.",In a Dark Time : The Apocalyptic Temper in the American Novel of the Nuclear Age
